post_id,original_comment,cleaned_comment,comment_length,cleaned_length,language,vader_sentiment,vader_score,textblob_sentiment,textblob_score,final_sentiment,Post_ID
gOuyAyiBov,"I encountered a small issue at the checkout, but the staff handled it well and quickly resolved it.","encountered small issue checkout, staff handled well quickly resolved it.",18,10,en,positive,0.5719,neutral,0.04166666666666666,positive,188
gOuyAyiBov,Just a basic store. It meets my shopping needs but doesn’t have any unique features or products.,basic store. meet shopping need doesnt unique feature products.,17,9,en,neutral,0.0,positive,0.1875,positive,189
jNEwzyzR1v,"What an amazing supermarket! They have a fantastic selection of fresh produce, and the staff is always so welcoming.","amazing supermarket! fantastic selection fresh produce, staff always welcoming.",19,9,en,positive,0.9291,positive,0.4833333333333334,positive,190
jNEwzyzR1v,I appreciate the sales but feel that the gluten-free options could be expanded. Still a good place for grocery shopping.,appreciate sale feel glutenfree option could expanded. still good place grocery shopping.,20,12,en,positive,0.6908,positive,0.7,positive,191
jNEwzyzR1v,"It’s an okay store; it does what I need it to do, but I wish they offered more unique items.","okay store need do, wish offered unique items.",20,8,en,positive,0.6124,positive,0.4583333333333333,positive,192
jNEwzyzR1v,"I found the shopping experience to be quite hectic today. The aisles were crowded, making it hard to navigate.","found shopping experience quite hectic today. aisle crowded, making hard navigate.",19,11,en,negative,-0.1027,negative,-0.2916666666666667,negative,193
jNEwzyzR1v,"I had a disappointing visit today. The store was poorly organized, and several items were out of stock.","disappointing visit today. store poorly organized, several item stock.",18,9,en,negative,-0.4939,negative,-0.3333333333333333,negative,194
jNEwzyzR1v,"Terrible service! The staff was unfriendly, and I had trouble finding the items I needed. Very frustrating experience!","terrible service! staff unfriendly, trouble finding item needed. frustrating experience!",18,10,en,negative,-0.9017,negative,-0.6166666666666667,negative,195
jNEwzyzR1v,"It’s a standard supermarket. It has the essentials, but I wouldn’t recommend it for specialty items.","standard supermarket. essentials, wouldnt recommend specialty items.",16,7,en,positive,0.5023,neutral,0.0,positive,196
jNEwzyzR1v,I love shopping here! The friendly staff and great selection make it an enjoyable experience every time I visit.,love shopping here! friendly staff great selection make enjoyable experience every time visit.,19,13,en,positive,0.9402,positive,0.575,positive,197
jNEwzyzR1v,"I faced a small issue with a product, but the staff was helpful and resolved it quickly. Great service overall!","faced small issue product, staff helpful resolved quickly. great service overall!",20,11,en,positive,0.9134,positive,0.18333333333333335,positive,198
jNEwzyzR1v,"Just another average supermarket. It serves its purpose, but it doesn’t stand out in any significant way.","another average supermarket. serf purpose, doesnt stand significant way.",17,9,en,positive,0.296,positive,0.1125,positive,199
YSgLck4yMB,I had an incredible shopping experience at this supermarket! The fresh produce and friendly staff made my trip enjoyable.,incredible shopping experience supermarket! fresh produce friendly staff made trip enjoyable.,19,11,en,positive,0.8268,positive,0.54375,positive,200
YSgLck4yMB,"The prices are good, but I often find that some of my favorite items are out of stock. Still worth shopping here.","price good, often find favorite item stock. still worth shopping here.",22,11,en,positive,0.8074,positive,0.5,positive,201
YSgLck4yMB,"It’s an average supermarket; I can find what I need, but the selection isn’t as exciting as I’d hoped.","average supermarket find need, selection isnt exciting hoped.",19,8,en,positive,0.8271,neutral,0.075,positive,202
YSgLck4yMB,I had a frustrating experience today with long wait times at checkout. They definitely need more cashiers during peak hours.,frustrating experience today long wait time checkout. definitely need cashier peak hours.,20,12,en,negative,-0.0516,neutral,0.012499999999999997,negative,203
YSgLck4yMB,"I was really disappointed during my last visit. The shelves were bare in several areas, and the store felt unkempt.","really disappointed last visit. shelf bare several areas, store felt unkempt.",20,11,en,negative,-0.5256,negative,-0.175,negative,204
YSgLck4yMB,I can’t believe how poor the service was today! The staff didn’t seem to care about helping customers at all.,cant believe poor service today! staff didnt seem care helping customer all.,20,12,en,positive,0.3802,negative,-0.5,negative,205
YSgLck4yMB,"This supermarket is fine for quick trips, but I wish they had more variety in snacks and drinks.","supermarket fine quick trips, wish variety snack drinks.",18,8,en,positive,0.6059,positive,0.4166666666666667,positive,206
YSgLck4yMB,"Every time I come here, I leave with a smile! The staff is friendly, and the atmosphere is inviting.","every time come here, leave smile! staff friendly, atmosphere inviting.",19,10,en,positive,0.7959,positive,0.375,positive,207
YSgLck4yMB,"I had a small issue with a coupon today, but the cashier was very helpful and resolved it quickly.","small issue coupon today, cashier helpful resolved quickly.",19,8,en,positive,0.7639,neutral,0.09444444444444444,positive,208
YSgLck4yMB,"It’s just another supermarket; it has what I need, but I don’t feel excited about shopping here.","another supermarket need, dont feel excited shopping here.",17,8,en,positive,0.4767,positive,0.375,positive,209
r0DmGmIDWg,This is hands down the best supermarket I’ve ever visited! The quality of their products is consistently impressive.,hand best supermarket ive ever visited! quality product consistently impressive.,18,10,en,positive,0.8313,positive,0.6148148148148148,positive,210
r0DmGmIDWg,"While I appreciate the discounts, some of the products I wanted were out of stock today. Overall, it’s still a good store.","appreciate discounts, product wanted stock today. overall, still good store.",22,10,en,positive,0.6808,positive,0.35,positive,211
r0DmGmIDWg,"It’s decent for regular grocery shopping, but I’d like to see more specialty items on the shelves.","decent regular grocery shopping, like see specialty item shelves.",17,9,en,positive,0.5023,positive,0.2222222222222222,positive,212
r0DmGmIDWg,"The experience was not pleasant. The aisles were crowded, and I had difficulty navigating through the store with my cart.","experience pleasant. aisle crowded, difficulty navigating store cart.",20,8,en,negative,-0.6251,negative,-0.36666666666666664,negative,213
r0DmGmIDWg,"I found several expired items on the shelves during my last visit, which made me quite concerned about their quality control.","found several expired item shelf last visit, made quite concerned quality control.",21,12,en,neutral,0.0,neutral,0.0,neutral,214
r0DmGmIDWg,"What a terrible experience! The staff was rude, and I felt ignored throughout my entire shopping trip.","terrible experience! staff rude, felt ignored throughout entire shopping trip.",17,10,en,negative,-0.8268,negative,-0.43333333333333335,negative,215
r0DmGmIDWg,"This store is okay for essentials. It doesn’t have much variety, but it meets my basic grocery needs.","store okay essentials. doesnt much variety, meet basic grocery needs.",18,10,en,positive,0.1154,positive,0.2333333333333333,positive,216
r0DmGmIDWg,I’m always impressed by the sales here! The variety and quality keep me coming back for more.,always impressed sale here! variety quality keep coming back more.,17,10,en,positive,0.5255,positive,0.5,positive,217
r0DmGmIDWg,"I encountered a small issue at the checkout, but the staff addressed it quickly. Overall, I had a positive experience.","encountered small issue checkout, staff addressed quickly. overall, positive experience.",20,10,en,positive,0.7096,neutral,-0.007575757575757579,positive,218
r0DmGmIDWg,Just an average grocery store. It serves its purpose but lacks the excitement that would make me a loyal customer.,average grocery store. serf purpose lack excitement would make loyal customer.,20,11,en,positive,0.8573,neutral,0.09166666666666666,positive,219
AO0BgD2gVa,I absolutely love shopping at this supermarket! The freshness of the produce and the variety of products always amaze me.,absolutely love shopping supermarket! freshness produce variety product always amaze me.,20,11,en,positive,0.8513,positive,0.625,positive,220
AO0BgD2gVa,"They have decent prices, but I often find that the organic section could use more options. Still a good place to shop!","decent prices, often find organic section could use options. still good place shop!",22,13,en,positive,0.63,positive,0.5138888888888888,positive,221
AO0BgD2gVa,"It’s a fine supermarket; it has what I need, but I wouldn’t say it’s the best in town.","fine supermarket need, wouldnt say best town.",18,7,en,positive,0.802,positive,0.7083333333333334,positive,222
AO0BgD2gVa,The long lines at checkout today made my shopping trip really frustrating. They should consider adding more registers.,long line checkout today made shopping trip really frustrating. consider adding registers.,18,12,en,negative,-0.4927,neutral,0.016666666666666663,negative,223
AO0BgD2gVa,"My last visit was disappointing because several of the items I wanted were out of stock, which is frustrating.","last visit disappointing several item wanted stock, frustrating.",19,8,en,negative,-0.7269,negative,-0.25,negative,224
AO0BgD2gVa,"Very unhappy with my shopping experience today! The customer service was terrible, and I didn’t find what I was looking for.","unhappy shopping experience today! customer service terrible, didnt find looking for.",21,11,en,negative,-0.7569,negative,-0.9875,negative,225
AO0BgD2gVa,This place is average; it has some good products but doesn’t offer anything that stands out.,place average good product doesnt offer anything stand out.,16,9,en,positive,0.2382,positive,0.27499999999999997,positive,226
AO0BgD2gVa,"I love the atmosphere in this supermarket! The staff is always friendly and helpful, which makes shopping enjoyable.","love atmosphere supermarket! staff always friendly helpful, make shopping enjoyable.",18,10,en,positive,0.9245,positive,0.5,positive,227
AO0BgD2gVa,"I had a minor issue with my order today, but the team handled it professionally and resolved it quickly.","minor issue order today, team handled professionally resolved quickly.",19,9,en,positive,0.2617,positive,0.12777777777777777,positive,228
AO0BgD2gVa,"Just a standard supermarket experience. It’s functional, but I don’t feel compelled to return anytime soon.","standard supermarket experience. functional, dont feel compelled return anytime soon.",16,10,en,positive,0.0772,neutral,0.0,positive,229
BQbULv24gG,"This supermarket is amazing! They have a wide range of products, and the quality of everything is outstanding every time I visit.","supermarket amazing! wide range products, quality everything outstanding every time visit.",22,11,en,positive,0.8439,positive,0.38333333333333336,positive,230
BQbULv24gG,"Some great deals, but I’d love to see more dairy-free options. Overall, it’s still a convenient place for groceries.","great deals, love see dairyfree options. overall, still convenient place groceries.",19,11,en,positive,0.8537,positive,0.45,positive,231
BQbULv24gG,"It’s an okay supermarket. It has a decent selection, but I’d like to see more unique items available.","okay supermarket. decent selection, like see unique item available.",18,9,en,positive,0.5719,positive,0.3883333333333333,positive,232
BQbULv24gG,"My shopping trip today was not ideal. The store was cluttered, making it hard to find what I needed quickly.","shopping trip today ideal. store cluttered, making hard find needed quickly.",20,11,en,negative,-0.4898,negative,-0.13611111111111113,negative,233
BQbULv24gG,"I was quite disappointed with my last experience; several items were expired, and the staff didn’t seem concerned.","quite disappointed last experience several item expired, staff didnt seem concerned.",18,11,en,negative,-0.5256,negative,-0.25,negative,234
BQbULv24gG,"This store was a disaster! Poor selection, rude staff, and I left without the items I needed.","store disaster! poor selection, rude staff, left without item needed.",17,10,en,negative,-0.8883,negative,-0.2333333333333333,negative,235
BQbULv24gG,"It’s just a regular supermarket. It does its job, but it doesn’t have any standout features that make it special.","regular supermarket. job, doesnt standout feature make special.",20,8,en,positive,0.5499,positive,0.17857142857142858,positive,236
BQbULv24gG,I absolutely love this store! The fresh produce and amazing deals keep me coming back for all my grocery needs.,absolutely love store! fresh produce amazing deal keep coming back grocery needs.,20,12,en,positive,0.8976,positive,0.38125000000000003,positive,237
BQbULv24gG,"I had a small hiccup with a coupon today, but the staff was understanding and helped me sort it out.","small hiccup coupon today, staff understanding helped sort out.",20,9,en,neutral,0.0,negative,-0.25,negative,238
BQbULv24gG,"It’s an average grocery store. It meets my needs, but I wouldn’t say it’s anything to write home about.","average grocery store. meet needs, wouldnt say anything write home about.",19,11,en,neutral,0.0,negative,-0.15,negative,239
SlunO2ISwZ,I am consistently impressed by this supermarket! The quality of their fresh produce and the friendly staff make shopping enjoyable.,consistently impressed supermarket! quality fresh produce friendly staff make shopping enjoyable.,20,11,en,positive,0.8955,positive,0.54375,positive,240
SlunO2ISwZ,"While the prices are decent, I wish they had more gluten-free options available on the shelves. Still, it’s a good place.","price decent, wish glutenfree option available shelves. still, good place.",21,10,en,positive,0.6808,positive,0.44166666666666665,positive,241
SlunO2ISwZ,It’s a standard supermarket that gets the job done. I can usually find what I need without any issues.,standard supermarket get job done. usually find need without issues.,19,10,en,neutral,0.0,negative,-0.125,negative,242
SlunO2ISwZ,"The checkout experience today was not pleasant. I waited far too long, and it made my shopping trip less enjoyable.","checkout experience today pleasant. waited far long, made shopping trip less enjoyable.",20,12,en,neutral,-0.0245,neutral,0.0033333333333333435,neutral,243
SlunO2ISwZ,"My last visit was disappointing. The store was disorganized, and I struggled to find several items on my shopping list.","last visit disappointing. store disorganized, struggled find several item shopping list.",20,11,en,negative,-0.7783,negative,-0.19999999999999998,negative,244
SlunO2ISwZ,"Extremely unhappy with my experience today! The staff seemed unhelpful, and the store felt chaotic and messy.","extremely unhappy experience today! staff seemed unhelpful, store felt chaotic messy.",17,11,en,negative,-0.8436,negative,-0.475,negative,245
SlunO2ISwZ,"This supermarket is okay for quick trips. It has the basics, but I wouldn’t recommend it for specialty items.","supermarket okay quick trips. basics, wouldnt recommend specialty items.",19,9,en,positive,0.5719,positive,0.41666666666666663,positive,246
SlunO2ISwZ,"The fresh products here are amazing! I always find great deals, and the staff is always friendly and helpful.","fresh product amazing! always find great deals, staff always friendly helpful.",19,11,en,positive,0.9476,positive,0.55625,positive,247
SlunO2ISwZ,"I had a minor issue with an item I purchased, but the staff quickly resolved it. Good experience overall!","minor issue item purchased, staff quickly resolved it. good experience overall!",19,11,en,positive,0.7345,positive,0.24583333333333332,positive,248
SlunO2ISwZ,"Just a typical supermarket experience. It serves its purpose, but it doesn’t stand out from the competition.","typical supermarket experience. serf purpose, doesnt stand competition.",17,8,en,neutral,0.0,negative,-0.16666666666666666,negative,249
Mrzz7tl4J6,"What a fantastic supermarket! They have an amazing selection of fresh fruits and vegetables, and the staff is incredibly friendly.","fantastic supermarket! amazing selection fresh fruit vegetables, staff incredibly friendly.",20,10,en,positive,0.9258,positive,0.44375000000000003,positive,250
Mrzz7tl4J6,"I appreciate the good sales, but I wish there were more international products available. It’s a solid place for groceries.","appreciate good sales, wish international product available. solid place groceries.",20,10,en,positive,0.8047,positive,0.32,positive,251
Mrzz7tl4J6,"It’s a decent supermarket for everyday needs. However, I think it could offer more variety in its product range.","decent supermarket everyday needs. however, think could offer variety product range.",19,11,en,neutral,0.0,positive,0.15555555555555556,positive,252
Mrzz7tl4J6,"Today was hectic! The store was overcrowded, making it difficult to shop efficiently. They should manage peak times better.","today hectic! store overcrowded, making difficult shop efficiently. manage peak time better.",19,12,en,positive,0.5255,neutral,0.0,positive,253
Mrzz7tl4J6,"I was disappointed with my shopping experience; the store was cluttered, and I couldn’t find the items I was looking for.","disappointed shopping experience store cluttered, couldnt find item looking for.",21,10,en,negative,-0.4767,negative,-0.75,negative,254
Mrzz7tl4J6,"Poor service today! The staff was unhelpful, and I left without finding what I needed. Not impressed at all!","poor service today! staff unhelpful, left without finding needed. impressed all!",19,11,en,negative,-0.7382,negative,-0.3333333333333333,negative,255
Mrzz7tl4J6,This place is just average; it serves my needs but lacks excitement in terms of product selection.,place average serf need lack excitement term product selection.,17,9,en,positive,0.6486,negative,-0.15,positive,256
Mrzz7tl4J6,"I love shopping here! The staff is always helpful, and the store has a wonderful selection of products.","love shopping here! staff always helpful, store wonderful selection products.",18,10,en,positive,0.8999,positive,0.8125,positive,257
Mrzz7tl4J6,"I had a small problem with an item, but the staff handled it well. Overall, a positive shopping experience!","small problem item, staff handled well. overall, positive shopping experience!",19,10,en,positive,0.7901,neutral,0.011363636363636354,positive,258
Mrzz7tl4J6,It’s a basic supermarket that gets the job done. I wouldn’t recommend it for anything beyond essentials.,basic supermarket get job done. wouldnt recommend anything beyond essentials.,17,10,en,positive,0.3612,neutral,0.0,positive,259
Uw9BVz8own,"I always have a great shopping experience at this supermarket! The staff is friendly, and the quality of the products is top-notch.","always great shopping experience supermarket! staff friendly, quality product topnotch.",22,10,en,positive,0.8221,positive,0.7916666666666666,positive,260
Uw9BVz8own,"While they have decent prices, I often find that some items are out of stock when I visit. Still a good store overall.","decent prices, often find item stock visit. still good store overall.",23,11,en,positive,0.4404,positive,0.28888888888888886,positive,261
Uw9BVz8own,"It’s a standard supermarket; I can find most of what I need, but the selection could be better.","standard supermarket find need, selection could better.",18,7,en,positive,0.5927,positive,0.3333333333333333,positive,262
Uw9BVz8own,"The checkout lines were ridiculously long today, which made my experience less enjoyable. They really need to improve that.","checkout line ridiculously long today, made experience less enjoyable. really need improve that.",19,13,en,positive,0.5221,positive,0.12083333333333333,positive,263
Uw9BVz8own,"My last visit was frustrating. Many shelves were empty, and it felt like they were not stocked properly.","last visit frustrating. many shelf empty, felt like stocked properly.",18,10,en,negative,-0.296,neutral,-5.551115123125783e-18,negative,264
Uw9BVz8own,"This supermarket is disappointing. The service was subpar, and I had a hard time finding the products I needed.","supermarket disappointing. service subpar, hard time finding product needed.",19,9,en,negative,-0.5574,negative,-0.4458333333333333,negative,265
Uw9BVz8own,"This place is fine for quick grocery runs, but I’d prefer a store with a more diverse selection.","place fine quick grocery runs, prefer store diverse selection.",18,9,en,positive,0.1027,positive,0.4166666666666667,positive,266
Uw9BVz8own,"Absolutely love shopping here! The staff is always welcoming, and I find everything I need without hassle.","absolutely love shopping here! staff always welcoming, find everything need without hassle.",17,12,en,positive,0.8264,positive,0.625,positive,267
Uw9BVz8own,"I faced a small issue at checkout, but the team was very accommodating and sorted it out quickly.","faced small issue checkout, team accommodating sorted quickly.",18,8,en,neutral,0.0,neutral,0.09444444444444444,neutral,268
Uw9BVz8own,"Just an average grocery store experience. It meets my needs, but I wouldn’t say it’s anything special.","average grocery store experience. meet needs, wouldnt say anything special.",17,10,en,positive,0.5499,positive,0.10357142857142858,positive,269
2KjTp9ENuF,I’m blown away by the quality at this supermarket! They have a fantastic range of fresh produce and helpful staff.,blown away quality supermarket! fantastic range fresh produce helpful staff.,20,10,en,positive,0.8398,positive,0.35,positive,270
2KjTp9ENuF,"The prices are decent, but the store often runs out of some popular items. Still, it’s worth a visit for everyday shopping.","price decent, store often run popular items. still, worth visit everyday shopping.",22,12,en,positive,0.7227,positive,0.21666666666666667,positive,271
2KjTp9ENuF,"It’s an okay store for basic needs, but I wish they had a better selection of gourmet items.","okay store basic needs, wish better selection gourmet items.",18,9,en,positive,0.8338,positive,0.3333333333333333,positive,272
2KjTp9ENuF,"My shopping experience today was poor. The aisles were too crowded, making it hard to navigate with my cart.","shopping experience today poor. aisle crowded, making hard navigate cart.",19,10,en,negative,-0.5423,negative,-0.3458333333333333,negative,273
2KjTp9ENuF,"I was very disappointed with my visit today. The store was messy, and I couldn’t find the items I wanted.","disappointed visit today. store messy, couldnt find item wanted.",20,9,en,negative,-0.7089,negative,-0.5875,negative,274
2KjTp9ENuF,"Awful service today! The staff didn’t seem to care about customers, and I left frustrated and empty-handed.","awful service today! staff didnt seem care customers, left frustrated emptyhanded.",17,11,en,negative,-0.5411,negative,-0.5666666666666667,negative,275
2KjTp9ENuF,It’s just a basic supermarket that does its job. It’s not exceptional but meets my grocery needs.,basic supermarket job. exceptional meet grocery needs.,17,7,en,neutral,0.0,negative,-0.16666666666666666,negative,276
2KjTp9ENuF,I love the discounts they offer! It’s always nice to find a great deal on quality products every time I visit.,love discount offer! always nice find great deal quality product every time visit.,21,13,en,positive,0.908,positive,0.6750000000000002,positive,277
2KjTp9ENuF,"I had a minor issue with a product, but the staff was quick to help me resolve it. Good customer service!","minor issue product, staff quick help resolve it. good customer service!",21,11,en,positive,0.902,positive,0.38611111111111107,positive,278
2KjTp9ENuF,"Just another average grocery store experience. It serves its purpose, but I wouldn’t recommend it for anything special.","another average grocery store experience. serf purpose, wouldnt recommend anything special.",18,11,en,positive,0.7783,positive,0.10357142857142858,positive,279
WZrQ963n6v,I’m consistently impressed with this supermarket! The freshness of the products and the helpful staff make it my go-to place.,consistently impressed supermarket! freshness product helpful staff make goto place.,20,10,en,positive,0.7345,positive,1.0,positive,280
WZrQ963n6v,"I appreciate the sales, but I noticed that some of my favorite snacks were out of stock today. Overall, still worth it.","appreciate sales, noticed favorite snack stock today. overall, still worth it.",22,11,en,positive,0.802,positive,0.26666666666666666,positive,281
WZrQ963n6v,"It’s a fine supermarket; it has what I need, but I wish they offered more variety in the organic section.","fine supermarket need, wish offered variety organic section.",20,8,en,positive,0.6059,positive,0.45833333333333337,positive,282
WZrQ963n6v,"My experience today was not the best. The checkout line was way too long, and I felt rushed while shopping.","experience today best. checkout line way long, felt rushed shopping.",20,10,en,negative,-0.5216,positive,0.475,negative,283
WZrQ963n6v,"I was disappointed with my last visit; the store was chaotic, and many items were unavailable.","disappointed last visit store chaotic, many item unavailable.",16,8,en,negative,-0.743,neutral,-0.08333333333333333,negative,284
WZrQ963n6v,"Very unhappy with the service today! The staff was not helpful, and the selection left a lot to be desired.","unhappy service today! staff helpful, selection left lot desired.",20,9,en,negative,-0.5599,negative,-0.48750000000000004,negative,285
WZrQ963n6v,"This supermarket is okay for quick shopping trips. It has the basics, but I wouldn’t recommend it for specialty items.","supermarket okay quick shopping trips. basics, wouldnt recommend specialty items.",20,10,en,positive,0.5719,positive,0.41666666666666663,positive,286
WZrQ963n6v,"What a fantastic place to shop! The staff is friendly, and they always have fresh produce available. Highly recommend it!","fantastic place shop! staff friendly, always fresh produce available. highly recommend it!",20,12,en,positive,0.9096,positive,0.35500000000000004,positive,287
WZrQ963n6v,"I encountered a small issue at the checkout, but the staff was very helpful in resolving it quickly.","encountered small issue checkout, staff helpful resolving quickly.",18,8,en,positive,0.8375,neutral,0.09444444444444444,positive,288
WZrQ963n6v,"Just a basic grocery store. It serves its purpose, but there’s nothing remarkable about it.","basic grocery store. serf purpose, there nothing remarkable it.",15,9,en,negative,-0.5975,positive,0.375,negative,289
ebuvc8j8RM,"What an amazing supermarket! They have a fantastic selection of fresh produce, and the staff is always so welcoming and helpful.","amazing supermarket! fantastic selection fresh produce, staff always welcoming helpful.",21,10,en,positive,0.9501,positive,0.4833333333333334,positive,290
ebuvc8j8RM,"I appreciate the sales, but I feel like the gluten-free options could be expanded. Still a good place for grocery shopping.","appreciate sales, feel like glutenfree option could expanded. still good place grocery shopping.",21,13,en,positive,0.8381,positive,0.7,positive,291
ebuvc8j8RM,"It’s an okay store; it does what I need it to do, but I wish they offered more unique items.","okay store need do, wish offered unique items.",20,8,en,positive,0.6124,positive,0.4583333333333333,positive,292
ebuvc8j8RM,"I found the shopping experience to be quite hectic today. The aisles were crowded, making it hard to navigate.","found shopping experience quite hectic today. aisle crowded, making hard navigate.",19,11,en,negative,-0.1027,negative,-0.2916666666666667,negative,293
ebuvc8j8RM,"I had a disappointing visit today. The store was poorly organized, and several items were out of stock.","disappointing visit today. store poorly organized, several item stock.",18,9,en,negative,-0.4939,negative,-0.3333333333333333,negative,294
ebuvc8j8RM,"Terrible service! The staff was unfriendly, and I had trouble finding the items I needed. Very frustrating experience!","terrible service! staff unfriendly, trouble finding item needed. frustrating experience!",18,10,en,negative,-0.9017,negative,-0.6166666666666667,negative,295
ebuvc8j8RM,"It’s a standard supermarket. It has the essentials, but I wouldn’t recommend it for specialty items.","standard supermarket. essentials, wouldnt recommend specialty items.",16,7,en,positive,0.5023,neutral,0.0,positive,296
ebuvc8j8RM,I love shopping here! The friendly staff and great selection make it an enjoyable experience every time I visit.,love shopping here! friendly staff great selection make enjoyable experience every time visit.,19,13,en,positive,0.9402,positive,0.575,positive,297
ebuvc8j8RM,"I faced a small issue with a product, but the staff was helpful and resolved it quickly. Great service overall!","faced small issue product, staff helpful resolved quickly. great service overall!",20,11,en,positive,0.9134,positive,0.18333333333333335,positive,298
ebuvc8j8RM,"Just another average supermarket. It serves its purpose, but it doesn’t stand out in any significant way.","another average supermarket. serf purpose, doesnt stand significant way.",17,9,en,positive,0.296,positive,0.1125,positive,299
gBJXP41wJ2,I absolutely love this supermarket! The fresh produce and excellent customer service make every visit a delight.,absolutely love supermarket! fresh produce excellent customer service make every visit delight.,17,12,en,positive,0.9401,positive,0.6416666666666667,positive,300
gBJXP41wJ2,"While they have great sales, I’ve noticed some popular items are frequently out of stock. Still, I’ll keep coming back!","great sales, ive noticed popular item frequently stock. still, ill keep coming back!",20,13,en,positive,0.8016,positive,0.375,positive,301
gBJXP41wJ2,"It’s a decent place for grocery shopping, but I wish there were more organic options available on the shelves.","decent place grocery shopping, wish organic option available shelves.",19,9,en,positive,0.5499,positive,0.35555555555555557,positive,302
gBJXP41wJ2,"I had a really frustrating experience today. The checkout lines were too long, and I felt rushed to finish my shopping.","really frustrating experience today. checkout line long, felt rushed finish shopping.",21,11,en,negative,-0.4927,negative,-0.225,negative,303
gBJXP41wJ2,"I was very disappointed with my last visit; the store was cluttered, and I couldn’t find what I needed.","disappointed last visit store cluttered, couldnt find needed.",19,8,en,negative,-0.5256,negative,-0.48750000000000004,negative,304
gBJXP41wJ2,"The service today was subpar! The staff seemed uninterested in helping customers, which was quite disappointing.","service today subpar! staff seemed uninterested helping customers, quite disappointing.",16,10,en,negative,-0.3788,negative,-0.6,negative,305
gBJXP41wJ2,"This supermarket is average; it meets my basic needs, but I wouldn’t choose it for specialty items.","supermarket average meet basic needs, wouldnt choose specialty items.",17,9,en,neutral,0.0,neutral,-0.075,neutral,306
gBJXP41wJ2,"Every time I visit this store, I’m impressed by the variety of fresh fruits and vegetables available. It keeps me coming back!","every time visit store, impressed variety fresh fruit vegetable available. keep coming back!",22,13,en,positive,0.69,positive,0.42500000000000004,positive,307
gBJXP41wJ2,"I had a minor issue at checkout, but the cashier handled it well and resolved it quickly. Overall, good experience!","minor issue checkout, cashier handled well resolved quickly. overall, good experience!",20,11,en,positive,0.8335,positive,0.27499999999999997,positive,308
gBJXP41wJ2,"Just a standard supermarket experience. It has what I need, but it doesn’t inspire me to shop here regularly.","standard supermarket experience. need, doesnt inspire shop regularly.",19,8,en,positive,0.7227,neutral,0.0,positive,309
R6BTIjb2Je,"This supermarket is fantastic! The variety and quality of products always exceed my expectations, making it my favorite place to shop.","supermarket fantastic! variety quality product always exceed expectations, making favorite place shop.",21,12,en,positive,0.784,positive,0.5,positive,310
R6BTIjb2Je,"While I appreciate the good prices, I often find that some items I need are not available. Still worth the visit, though.","appreciate good prices, often find item need available. still worth visit, though.",22,12,en,positive,0.6038,positive,0.26666666666666666,positive,311
R6BTIjb2Je,"It’s an okay supermarket; it has a decent selection, but I would love to see more specialty food options.","okay supermarket decent selection, would love see specialty food options.",19,10,en,positive,0.8047,positive,0.41666666666666663,positive,312
R6BTIjb2Je,"My shopping trip today was not enjoyable. The aisles were overcrowded, making it difficult to navigate with my cart.","shopping trip today enjoyable. aisle overcrowded, making difficult navigate cart.",19,10,en,negative,-0.6002,negative,-0.375,negative,313
R6BTIjb2Je,"I was quite disappointed during my last visit; several shelves were empty, and the store felt unkempt.","quite disappointed last visit several shelf empty, store felt unkempt.",17,10,en,negative,-0.6361,negative,-0.2125,negative,314
R6BTIjb2Je,"The shopping experience was terrible! The staff didn’t seem to care about customer service, which was frustrating.","shopping experience terrible! staff didnt seem care customer service, frustrating.",17,10,en,negative,-0.4753,negative,-0.7,negative,315
R6BTIjb2Je,"This store is fine for quick trips. It has the essentials, but I wouldn’t recommend it for anything special.","store fine quick trips. essentials, wouldnt recommend anything special.",19,9,en,positive,0.802,positive,0.36904761904761907,positive,316
R6BTIjb2Je,"I always find the best deals here! The quality of products is great, and the staff is always helpful.","always find best deal here! quality product great, staff always helpful.",19,11,en,positive,0.908,positive,0.9,positive,317
R6BTIjb2Je,"I had a small hiccup with a coupon, but the staff was quick to assist me and resolve the issue. Great service!","small hiccup coupon, staff quick assist resolve issue. great service!",22,10,en,positive,0.8845,positive,0.3611111111111111,positive,318
R6BTIjb2Je,Just an average grocery store experience. It serves its purpose but doesn’t leave me excited about shopping.,average grocery store experience. serf purpose doesnt leave excited shopping.,17,10,en,positive,0.4215,positive,0.1125,positive,319
TCuzzFC9rP,I love this supermarket! The freshness of the produce and the variety of products available is always impressive.,love supermarket! freshness produce variety product available always impressive.,18,9,en,positive,0.8313,positive,0.6749999999999999,positive,320
TCuzzFC9rP,"The prices are decent, but I’ve noticed that my favorite snacks are often out of stock, which is a bit frustrating.","price decent, ive noticed favorite snack often stock, bit frustrating.",21,10,en,neutral,0.0387,neutral,0.08888888888888886,neutral,321
TCuzzFC9rP,"It’s a standard supermarket. It has what I need, but I wouldn’t say it’s the most exciting place to shop.","standard supermarket. need, wouldnt say exciting place shop.",20,8,en,positive,0.6946,positive,0.26666666666666666,positive,322
TCuzzFC9rP,"My experience today was not great. The checkout lines were too long, which made my shopping trip feel longer than necessary.","experience today great. checkout line long, made shopping trip feel longer necessary.",21,12,en,negative,-0.5096,negative,-0.15,negative,323
